,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
25290,1037,52826,194,b'GALAXY',b'STARBURST',0.1010009,266.1921,50.29653,47.3942,66.51001,10.43266,49.18076,34.19073,-55.0974,-15.44379
25291,1037,52826,629,b'GALAXY',b'STARBURST',0.1642955,201.6626,58.26525,34.54968,54.7486,9.013308,43.09308,30.25028,-57.59975,-15.39149
25292,1037,52826,636,b'GALAXY',b'STARFORMING',0.1260084,113.4735,34.67331,35.11505,21.71123,6.295009,26.95162,22.07015,-34.5581,-5.179088
25293,1038,52673,637,b'GALAXY',b'STARFORMING',0.0941971,321.2391,81.7374,109.8892,59.5853,10.65961,63.19208,44.0494,-42.35181,-7.048559
25294,1040,52722,289,b'GALAXY',b'STARBURST',0.1451094,324.1052,73.06033,17.51566,112.1123,9.054098,57.61076,39.12321,-50.33952,-17.62263
25295,1041,52724,321,b'GALAXY',b'STARFORMING',0.01180743,728.0281,192.1574,136.0458,282.2113,26.01295,166.1291,116.5863,-16.67942,-6.565833
25296,1044,52468,109,b'GALAXY',b'STARBURST',0.042422,665.7426,193.4925,464.4818,73.13177,14.07624,95.31989,67.33762,-75.37226,-8.203985
25297,1045,52725,640,b'GALAXY',b'STARBURST',0.06795071,466.5514,108.2236,31.19822,167.0859,12.89057,83.37625,65.74614,-38.16169,-14.0024
25298,1046,52460,162,b'GALAXY',b'STARBURST',0.1258621,699.7087,171.7445,91.56851,205.6275,16.33385,113.9728,82.54092,-68.60588,-19.72114
25299,1046,52460,292,b'GALAXY',b'STARBURST',0.1280815,520.5895,116.4959,54.0731,221.1959,11.98448,77.3135,48.87701,-45.20037,-18.89433
25300,1047,52733,78,b'GALAXY',b'STARBURST',0.1172607,896.3923,228.8208,348.4744,178.3262,28.96786,119.9398,90.96423,-164.43,-33.30076
25301,1047,52733,189,b'GALAXY',b'STARBURST',0.1365411,381.398,67.72836,26.45901,144.1679,14.70751,67.76369,44.42365,-51.79254,-19.841
25302,1047,52733,384,b'GALAXY',b'STARFORMING',0.06888568,242.8177,64.37122,44.93575,65.43454,9.74008,55.95807,38.37261,-29.50562,-7.994841
25303,1051,52468,295,b'GALAXY',b'STARFORMING',0.0626286,747.7194,100.3792,29.7032,436.1747,20.81038,112.8344,98.49059,-38.03454,-22.12739
25304,1052,52466,42,b'GALAXY',b'STARFORMING',0.08765846,551.7675,89.36722,29.18672,318.2057,21.67933,78.73296,61.53435,-27.16347,-15.66836
25305,1052,52466,255,b'GALAXY',b'STARFORMING',0.07292306,1208.281,258.6621,670.7158,685.6613,52.58454,204.6331,171.9576,-45.78264,-24.44139
25306,1052,52466,410,b'GALAXY',b'STARBURST',0.07276247,585.004,136.9541,43.89055,216.8043,11.61014,109.9762,82.98039,-50.17799,-18.86312
25307,1053,52468,522,b'GALAXY',b'STARFORMING',0.07604554,268.222,73.23838,20.87176,88.62922,7.235804,50.17741,31.46761,-35.60259,-11.57959
25308,1054,52516,263,b'GALAXY',b'STARFORMING',0.1012048,442.6753,70.69642,25.51194,154.556,10.26326,75.70888,55.08537,-34.07426,-12.05168
25309,1054,52516,312,b'GALAXY',b'STARBURST',0.1646882,512.5585,130.479,113.1169,136.5182,22.26316,110.4724,68.80092,-90.44012,-24.04076
25310,1055,52761,201,b'GALAXY',b'STARBURST',0.08796935,1043.78,212.0173,40.68208,408.7644,22.91606,152.4445,107.5957,-52.36676,-20.55706
25311,1056,52764,81,b'GALAXY',b'STARBURST',0.1214147,949.2028,237.5048,195.2536,252.818,25.99458,152.1118,114.9258,-82.42437,-22.35625
25312,1059,52618,359,b'GALAXY',b'STARBURST',0.04298528,1046.627,322.9984,1133.561,74.15016,24.19567,105.3528,75.18197,-138.4941,-10.42897
25313,1060,52636,243,b'GALAXY',b'',0.06365418,96.3772,31.63,65.93817,171.3289,16.72031,62.58453,43.71261,-4.002775,-7.058508
25314,1060,52636,328,b'GALAXY',b'STARBURST',0.1048709,1131.596,359.9478,1686.559,32.13914,19.03502,77.50094,48.87278,-528.0428,-19.07883
25315,1060,52636,565,b'QSO',b'STARFORMING BROADLINE',0.1086646,185.5485,49.85318,344.5328,171.3221,12.46447,31.80337,38.87841,-12.61667,-12.51975
25316,1061,52641,73,b'GALAXY',b'STARFORMING',0.142588,459.3025,81.9745,20.3788,170.8211,17.01219,81.80803,60.66727,-41.33362,-15.20816
25317,1061,52641,96,b'GALAXY',b'STARFORMING',0.0763898,218.5426,47.21341,11.36162,76.73802,8.170381,41.03341,25.3306,-31.01156,-11.27804
25318,1061,52641,574,b'GALAXY',b'STARBURST',0.08230974,387.031,94.93726,54.60939,109.5403,14.17231,76.62868,48.98811,-41.90681,-12.13497
25319,1064,52577,122,b'GALAXY',b'STARBURST',0.08609212,291.6345,99.04326,217.7876,29.77838,8.878527,42.34339,28.88942,-89.85002,-10.6097
25320,1066,52589,181,b'GALAXY',b'STARBURST',0.03720264,724.8996,241.4971,654.7438,65.39387,17.1558,96.19214,71.59011,-96.64883,-11.47009
25321,1068,52614,576,b'GALAXY',b'STARBURST',0.03132141,339.4741,109.6765,402.4893,19.18912,8.059988,38.29615,24.41375,-82.33466,-4.909173
25322,1070,52591,293,b'GALAXY',b'STARBURST',0.1687377,396.8987,116.0212,159.2414,81.2276,17.32426,73.47254,51.34403,-78.22147,-16.5409
25323,1071,52641,119,b'GALAXY',b'STARBURST',0.04047964,541.8674,175.6153,426.8852,49.02165,11.69919,83.43461,59.86934,-143.3044,-13.80385
25324,1072,52643,11,b'GALAXY',b'STARBURST',0.0966025,916.8676,253.223,868.1454,84.13789,33.24376,116.4725,82.06705,-117.1284,-10.73552
25325,1073,52649,421,b'GALAXY',b'STARBURST',0.07545418,203.9479,54.25937,157.8494,18.2731,6.113085,27.50047,19.09345,-71.6153,-6.109323
25326,1074,52937,282,b'GALAXY',b'STARBURST',0.06005118,304.7443,101.0228,193.7066,49.44855,6.328965,42.71918,30.70331,-66.46024,-10.82217
25327,1074,52937,371,b'GALAXY',b'STARBURST',0.08277784,229.0417,72.62391,66.29855,56.43893,8.42066,54.75618,35.42025,-36.3388,-8.507512
25328,1074,52937,465,b'GALAXY',b'STARBURST',0.06605711,162.2918,49.70145,96.75885,14.80451,6.251233,33.99034,19.92109,-47.4563,-5.093195
25329,1076,52914,270,b'GALAXY',b'STARBURST',0.07946261,314.0955,93.91943,60.47897,93.26411,8.55673,62.9499,45.019,-36.34632,-10.82356
25330,659,52199,346,b'GALAXY',b'STARFORMING',0.06152088,148.0745,37.93636,32.46527,32.24871,6.931738,35.55451,23.58055,-24.89954,-4.766011
25331,660,52177,349,b'GALAXY',b'STARBURST',0.1438415,324.9919,87.56322,77.39059,88.66367,13.02203,59.33268,44.93158,-57.65626,-17.06312
25332,661,52163,121,b'GALAXY',b'AGN',0.153622,79.05517,21.89394,83.58778,87.77487,12.83878,24.11425,24.50841,-9.71262,-11.05303
25333,661,52163,339,b'GALAXY',b'STARFORMING',0.02391676,547.7244,166.3871,331.9744,63.96039,15.60154,93.17625,69.98056,-38.96768,-4.469679
25334,662,52147,28,b'GALAXY',b'STARBURST',0.07032211,579.7293,135.9736,193.5772,109.1142,21.11875,115.9197,81.42591,-67.3795,-12.18466
25335,663,52145,283,b'GALAXY',b'STARBURST',0.02626723,610.8942,201.5773,499.0735,32.19567,20.67632,74.65223,56.84351,-98.17882,-5.458134
25336,664,52174,214,b'GALAXY',b'AGN',0.1738154,323.8681,80.62637,574.9219,254.1992,27.62436,56.00607,46.54379,-37.37843,-28.95385
25337,664,52174,458,b'GALAXY',b'STARBURST',0.1426337,404.1472,97.50465,76.02271,106.932,14.28139,77.53555,56.02953,-82.02428,-21.04719
25338,664,52174,567,b'GALAXY',b'STARBURST',0.09255652,755.0876,154.2706,95.09459,255.6371,25.98869,138.1722,106.3875,-51.55147,-17.34898
25339,665,52168,159,b'GALAXY',b'STARBURST',0.01803074,862.9874,268.4364,842.1251,61.36815,23.75744,101.5191,72.55371,-112.3144,-8.342364
25340,666,52149,57,b'GALAXY',b'STARFORMING',0.08600059,98.65275,26.66258,6.308475,33.13375,5.566061,19.78444,10.2198,-16.95651,-5.712589
25341,666,52149,138,b'GALAXY',b'STARBURST',0.09794182,169.4778,50.4756,66.27409,31.35996,6.370292,33.98946,21.99954,-43.7335,-8.258115
25342,666,52149,395,b'GALAXY',b'STARFORMING',0.04995751,231.03,66.11734,17.9063,73.98684,8.204379,48.03543,34.52344,-29.51825,-9.332568
25343,666,52149,516,b'GALAXY',b'STARFORMING',0.03451644,196.615,59.40195,61.25581,36.96968,7.458647,46.10715,34.34351,-28.38877,-5.572567
25344,667,52163,90,b'GALAXY',b'STARFORMING',0.05415263,434.381,69.91516,25.86731,161.9766,13.65948,75.96629,52.49094,-21.65257,-7.537683
25345,668,52162,28,b'GALAXY',b'STARFORMING',0.02742441,823.4956,230.489,103.4587,364.5163,21.4701,166.7686,119.8489,-12.41096,-5.60468
25346,668,52162,563,b'GALAXY',b'STARFORMING',0.03984317,558.3776,165.476,360.5215,63.97266,28.46986,104.735,70.49786,-39.37226,-4.63141
25347,673,52162,339,b'GALAXY',b'STARBURST',0.08960984,211.5177,61.36301,110.0703,40.23186,10.63097,34.61311,26.24878,-72.54786,-15.22297
25348,674,52201,325,b'GALAXY',b'STARBURST',0.03882443,1378.394,300.9044,217.2673,340.563,35.92742,248.2233,175.188,-70.00422,-17.37385
25349,676,52178,169,b'GALAXY',b'STARBURST',0.08852106,472.0758,148.1347,650.8132,17.69896,9.545362,38.5856,26.40886,-205.8506,-8.331188
25350,677,52606,19,b'GALAXY',b'',0.1085382,193.7643,52.60316,26.03219,58.0801,7.334002,38.54982,26.95156,-32.5301,-10.02143
25351,680,52200,331,b'GALAXY',b'STARBURST',0.03357417,209.1431,69.2877,190.5448,21.05634,6.820725,33.6402,21.79493,-68.29723,-7.72369
25352,681,52199,371,b'GALAXY',b'STARBURST',0.07733657,589.4061,171.2458,305.1109,98.49462,16.18982,92.82332,62.00753,-99.30617,-16.97563
25353,685,52203,78,b'GALAXY',b'STARBURST',0.2513919,386.4384,94.56771,67.67989,126.6689,14.90114,55.02007,38.7921,-87.08976,-28.43187
25354,686,52519,374,b'GALAXY',b'STARBURST',0.1283503,258.1146,63.61972,38.26337,69.61552,7.067317,49.28317,25.87229,-44.8453,-12.11433
25355,687,52518,197,b'GALAXY',b'',0.1918999,183.8162,49.08102,64.32528,26.15338,8.072049,38.13791,28.92528,-66.93176,-10.874
25356,687,52518,477,b'GALAXY',b'STARFORMING',0.03887825,853.2263,201.9812,98.17165,284.7252,24.02203,173.4267,111.2342,-40.85743,-13.57983
25357,688,52203,135,b'GALAXY',b'STARFORMING',0.05942832,294.8168,67.72487,39.98148,108.1824,10.36073,66.68238,45.23028,-32.05372,-11.66723
25358,690,52261,63,b'GALAXY',b'STARBURST',0.1910626,443.4153,100.8189,228.5565,82.8927,18.61796,58.43578,44.27486,-128.6854,-24.35088
25359,691,52199,151,b'GALAXY',b'STARBURST',0.1367717,161.0114,46.43203,81.35866,26.21165,5.584038,22.10878,20.93862,-73.88416,-13.47111
25360,691,52199,199,b'GALAXY',b'STARBURST',0.2321058,266.1495,72.46331,90.07203,55.24491,7.378143,36.33061,33.86088,-113.4878,-24.93504
25361,691,52199,307,b'GALAXY',b'STARBURST',0.2318869,826.2906,258.0103,951.5265,95.76125,16.47398,67.36433,63.20333,-331.481,-36.28559
25362,691,52199,361,b'GALAXY',b'STARFORMING',0.1070357,409.4962,89.83844,46.29336,166.4233,24.69497,81.62749,62.02231,-38.18562,-15.89301
25363,691,52199,501,b'GALAXY',b'STARBURST',0.04232055,352.4086,72.15993,177.6607,76.68421,11.51132,54.92409,41.87949,-38.80449,-8.500878
25364,691,52199,533,b'GALAXY',b'STARBURST',0.06318934,290.0233,75.14943,63.51308,65.64999,5.589627,57.66901,41.69173,-51.86032,-12.22173
25365,691,52199,612,b'GALAXY',b'STARFORMING',0.1991406,122.1904,26.12647,71.9948,85.15149,12.72953,23.60681,17.48506,-10.30762,-7.40821
25366,692,52201,633,b'GALAXY',b'STARFORMING',0.07934988,391.9696,63.99035,32.16795,179.0282,14.49048,69.63221,42.22949,-33.25714,-11.66351
25367,693,52254,9,b'GALAXY',b'STARFORMING',0.04583378,828.9367,183.4153,74.90301,284.944,24.45928,162.3986,118.633,-36.2547,-12.41547
25368,693,52254,633,b'GALAXY',b'STARBURST',0.01973394,260.2181,81.73678,173.6065,23.00925,11.8597,48.98205,38.92259,-34.88337,-3.201836
25369,694,52209,73,b'GALAXY',b'STARBURST',0.1358725,796.7884,246.2926,1077.907,33.4256,21.78977,76.73739,37.63609,-470.3869,-19.97497
25370,694,52209,267,b'GALAXY',b'AGN',0.1362301,105.4615,20.48825,71.26283,74.99204,8.429051,19.32754,14.34828,-12.14456,-9.035801
25371,695,52202,393,b'GALAXY',b'STARBURST',0.04371929,794.4106,217.3169,235.1499,159.1984,19.13255,139.8092,94.11664,-55.51331,-11.00817
25372,695,52202,469,b'GALAXY',b'STARFORMING',0.04240675,233.0379,61.61879,43.27027,124.2106,20.92615,58.59403,48.9735,-14.29277,-7.733517
25373,696,52209,258,b'GALAXY',b'STARBURST',0.09334963,396.2417,133.8452,407.5354,30.70344,15.20826,53.55793,33.944,-63.23249,-4.621325
25374,696,52209,612,b'GALAXY',b'STARBURST',0.08227251,486.0796,113.9677,34.93953,195.2053,12.95019,88.19295,60.97705,-52.02068,-20.60852
25375,698,52203,69,b'GALAXY',b'STARBURST',0.1008887,1062.863,260.6538,123.867,382.5326,34.93494,194.2031,144.0245,-70.10166,-27.18863
25376,698,52203,143,b'GALAXY',b'STARBURST',0.08013721,345.2968,99.06218,106.9072,68.58919,9.310458,66.96606,46.24353,-65.20681,-12.33968
25377,698,52203,389,b'GALAXY',b'STARBURST',0.1706122,423.4684,91.4414,39.35488,149.7602,11.58916,74.78714,57.6738,-74.33948,-34.55761
25378,700,52199,104,b'GALAXY',b'STARFORMING',0.04670302,228.0643,39.08736,12.84571,164.0693,11.13229,33.20128,30.62415,-16.727,-11.61497
25379,700,52199,147,b'GALAXY',b'STARFORMING',0.1173248,207.1672,58.42508,27.39112,60.04986,7.057498,42.60032,33.35131,-32.97645,-9.529544
25380,700,52199,344,b'GALAXY',b'STARBURST',0.2794839,546.9246,100.9385,54.1174,258.2642,33.06378,89.33233,77.25864,-68.00369,-30.4621
25381,700,52199,489,b'GALAXY',b'STARBURST',0.08090393,427.4495,120.6043,89.98203,102.3425,11.14713,80.05476,43.64443,-113.6754,-26.85284
25382,701,52179,10,b'GALAXY',b'STARBURST',0.1025302,296.3363,90.16109,100.5755,57.82726,10.77016,54.00801,36.23777,-99.38789,-13.32279
25383,701,52179,296,b'GALAXY',b'STARBURST',0.06031728,260.1784,88.57011,114.4599,60.49191,8.369369,47.87516,33.20601,-39.87401,-10.03034
25384,704,52205,464,b'GALAXY',b'STARFORMING',0.02528027,185.184,54.86209,119.0497,15.65186,8.345783,29.33983,20.81835,-32.6442,-1.96558
25385,707,52177,44,b'GALAXY',b'STARBURST',0.1345565,233.4413,77.50636,226.1678,14.36472,9.589604,35.01501,17.09574,-106.8625,-7.301851
25386,707,52177,215,b'GALAXY',b'STARBURST',0.04510404,376.1982,120.0925,328.0002,34.95702,9.44679,55.58501,39.25236,-52.44881,-5.122155
25387,708,52175,56,b'GALAXY',b'STARBURST',0.06759243,111.3617,35.7471,75.5949,15.05109,3.873584,19.32496,13.0709,-42.04261,-5.627828
25388,708,52175,108,b'GALAXY',b'STARBURST',0.07961514,686.4394,141.253,62.81268,226.2374,21.59579,103.9009,77.20091,-46.76987,-15.27234
25389,708,52175,312,b'GALAXY',b'STARBURST',0.1437291,623.4116,163.5085,75.63663,216.2689,21.94712,103.5865,78.89063,-50.32843,-17.05251
25390,973,52426,269,b'GALAXY',b'STARFORMING',0.1005907,430.1296,108.8322,24.74075,136.8452,8.88327,65.30261,42.47604,-33.2568,-10.64764
25391,974,52427,133,b'GALAXY',b'STARFORMING',0.1079266,190.1384,37.14305,40.89859,89.27928,23.49415,42.38603,43.60899,-10.87272,-5.156929
25392,974,52427,285,b'GALAXY',b'STARFORMING',0.03706434,702.3264,201.67,213.5822,280.5028,23.93669,147.8016,104.2277,-34.81775,-14.03175
25393,974,52427,538,b'GALAXY',b'STARFORMING',0.1071588,369.9151,84.11201,94.74094,192.4173,12.51293,57.82252,43.747,-24.31431,-12.26062
25394,975,52411,429,b'GALAXY',b'STARFORMING',0.03576559,397.9249,111.0016,30.73421,125.2873,9.715507,82.27389,57.71656,-33.04781,-10.50193
25395,975,52411,477,b'GALAXY',b'AGN',0.08230592,259.6809,76.68564,467.5391,241.6403,20.08897,57.69464,43.895,-11.06288,-10.44163
25396,975,52411,566,b'GALAXY',b'AGN',0.09709995,944.3868,225.7017,1045.575,734.1479,106.8547,209.673,207.9111,-61.94133,-45.09098
25397,976,52413,192,b'GALAXY',b'STARFORMING',0.05498915,173.1853,50.46584,15.82332,67.64285,6.91481,32.05252,21.32021,-14.58863,-5.746267
25398,978,52431,147,b'GALAXY',b'STARFORMING',0.1064503,358.828,76.66947,24.00861,144.8367,13.34079,60.97387,43.62757,-23.03807,-11.0355
25399,978,52431,362,b'GALAXY',b'STARFORMING',0.1181601,236.6527,49.26553,48.59114,186.373,16.35305,44.01813,41.41289,-17.27951,-13.16576
25400,978,52431,483,b'GALAXY',b'STARFORMING',0.1346152,233.467,49.14112,24.43149,114.1077,11.25342,42.91586,28.96915,-15.30519,-7.568552
25401,980,52431,505,b'GALAXY',b'STARFORMING',0.04856898,211.8471,58.06184,81.77409,34.8142,7.761727,46.59002,32.63448,-28.752,-5.269676
25402,981,52435,39,b'GALAXY',b'STARFORMING',0.1166361,260.7526,68.6059,20.71207,97.50486,11.00946,55.23582,36.33675,-25.35311,-9.928952
25403,983,52443,507,b'GALAXY',b'STARFORMING',0.05767712,628.0575,171.2811,197.9901,135.3381,28.12439,126.0852,88.98333,-35.4542,-7.76937
25404,983,52443,514,b'GALAXY',b'STARFORMING',0.06519845,237.8497,47.60174,26.82341,112.0644,11.12214,55.50338,39.15385,-18.97339,-8.770749
25405,984,52442,555,b'GALAXY',b'STARFORMING',0.0578702,178.3431,53.32042,49.98121,41.37495,9.10924,44.40715,29.37645,-29.48177,-6.222474
25406,985,52431,37,b'GALAXY',b'STARFORMING',0.03243689,971.5358,275.7473,108.7315,305.5007,25.5027,193.9118,130.9222,-41.21563,-13.06224
25407,986,52443,138,b'GALAXY',b'STARFORMING',0.06015823,132.7788,31.45582,23.93253,36.4823,6.305986,29.46628,21.06055,-18.82242,-5.243898
25408,986,52443,270,b'GALAXY',b'STARFORMING',0.06091075,191.2837,28.27755,17.87517,137.6673,11.46967,40.44646,31.29394,-14.28627,-10.71663
25409,986,52443,565,b'GALAXY',b'STARFORMING',0.1160345,110.966,35.09377,43.99729,20.84965,5.53411,23.44606,18.18984,-28.83122,-6.65786
25410,987,52523,298,b'GALAXY',b'STARFORMING',0.03181651,436.3406,100.1019,48.07838,150.1948,15.73954,91.62524,69.30181,-21.53581,-7.3239
25411,988,52520,167,b'GALAXY',b'STARFORMING',0.05225878,88.08333,30.3138,36.18544,64.52964,20.29067,32.97777,32.46185,-2.520673,-1.905825
25412,988,52520,496,b'GALAXY',b'STARFORMING',0.04979182,259.2575,60.53716,36.29263,88.89691,15.53024,71.05704,48.76323,-30.58052,-11.37789
25413,989,52468,460,b'GALAXY',b'STARBURST',0.15142,419.8155,96.34959,27.86339,142.1147,13.36126,59.32734,43.75525,-49.73623,-16.91241
25414,989,52468,600,b'GALAXY',b'STARBURST',0.05166779,610.3049,186.0038,378.7804,69.4584,22.63697,102.0128,73.9408,-79.34802,-9.20857
25415,990,52465,96,b'GALAXY',b'STARFORMING',0.06973965,484.465,90.93255,29.27674,215.6985,18.48335,86.2793,64.87967,-16.81604,-7.495188
25416,990,52465,462,b'GALAXY',b'STARFORMING',0.04968038,184.7272,59.30174,37.98252,49.74594,7.564894,41.34355,28.10901,-31.50045,-8.568477
25417,991,52707,4,b'GALAXY',b'STARBURST',0.06078899,2231.034,717.7052,2799.894,155.8105,44.12622,197.3121,143.6064,-159.3938,-11.69271
25418,994,52725,324,b'GALAXY',b'STARBURST',0.09322976,383.4368,114.0776,273.2549,46.04799,15.9067,70.0356,42.0797,-58.65823,-6.690101
25419,995,52731,511,b'GALAXY',b'STARFORMING',0.02364985,390.8214,94.97721,81.28167,97.08322,15.43734,97.99353,69.96239,-32.03974,-7.793603
25420,998,52750,267,b'GALAXY',b'STARFORMING',0.02885016,1568.933,347.8438,40.19854,495.558,24.79448,162.11,121.928,-35.92147,-11.41871
25421,998,52750,410,b'GALAXY',b'STARBURST',0.04001459,291.6953,93.15472,223.3374,30.28026,10.09851,50.09885,33.46894,-46.85609,-5.124792
25422,998,52750,542,b'GALAXY',b'STARFORMING',0.04367507,210.6651,47.2988,30.22281,105.3754,12.74188,67.54007,43.42931,-16.03636,-8.901186
25423,999,52636,577,b'GALAXY',b'STARFORMING',0.06676974,84.65984,21.95297,17.55045,19.99059,6.177787,19.44614,15.5878,-17.97028,-4.15037
25424,1000,52643,482,b'GALAXY',b'STARBURST',0.07520164,490.4593,138.5041,178.8823,99.21088,14.22833,86.51686,55.59613,-70.69955,-14.97113
25425,1001,52670,23,b'GALAXY',b'STARBURST',0.1024162,942.3597,268.2451,286.5253,281.4761,35.48273,171.8911,118.5459,-96.41795,-22.72407
25426,1001,52670,192,b'GALAXY',b'STARFORMING',0.04198441,629.2185,172.9944,64.23116,235.3371,19.59209,108.8163,82.44383,-28.44002,-10.78479
25427,1002,52646,534,b'GALAXY',b'STARFORMING',0.1247192,294.7533,84.92499,57.5983,117.4339,10.1601,56.22141,36.62141,-41.85062,-16.69674
25428,1007,52706,612,b'GALAXY',b'STARFORMING',0.05664102,489.322,112.6593,26.46927,165.7297,15.83631,90.20512,67.11276,-24.29336,-8.59855
25429,1009,52644,17,b'GALAXY',b'AGN',0.1205351,753.4156,184.6273,668.3796,501.2585,49.73542,152.4391,112.7554,-26.90458,-17.50324
25430,1009,52644,343,b'GALAXY',b'STARBURST',0.03220825,1183.801,372.365,1267.107,82.45329,27.5261,132.5647,92.07285,-133.9738,-10.23996
25431,1009,52644,392,b'GALAXY',b'STARBURST',0.1386026,550.1667,135.1445,123.3497,135.611,20.13766,99.53169,70.34276,-52.74572,-13.55441
25432,1010,52649,362,b'GALAXY',b'STARBURST',0.1622574,313.4959,92.51808,76.52227,118.1158,13.65873,66.14042,43.16673,-47.10108,-17.87737
25433,1011,52652,93,b'GALAXY',b'STARBURST',0.07043348,868.2549,242.735,130.4713,275.6872,11.53839,120.1084,92.24448,-83.45503,-26.39652
25434,1011,52652,435,b'GALAXY',b'STARBURST',0.07041106,660.9263,182.5386,120.6273,172.4032,18.37763,128.5076,91.9473,-63.97037,-16.79564
25435,1012,52649,262,b'GALAXY',b'STARBURST',0.004118204,1079.697,371.1759,1485.905,57.97681,22.96371,102.7631,71.71789,-71.59379,-3.827507
25436,1012,52649,278,b'GALAXY',b'STARFORMING',0.07122038,330.5012,52.03421,16.06158,154.1329,11.07942,39.64269,33.92167,-16.95844,-7.784667
25437,1012,52649,378,b'GALAXY',b'STARFORMING',0.04928377,162.5329,37.6186,22.22049,54.65127,8.384855,39.33639,29.92779,-23.23182,-7.636779
25438,1012,52649,430,b'GALAXY',b'STARFORMING',0.06824835,279.9531,50.32253,46.03278,184.3813,23.18632,56.43075,44.04688,-8.370861,-5.636756
25439,1012,52649,437,b'GALAXY',b'STARBURST',0.08175194,464.3557,114.1681,191.5992,112.5212,14.73585,64.73497,56.29626,-46.75742,-11.43022
25440,1013,52707,10,b'GALAXY',b'STARBURST',0.02151949,419.9524,135.7456,204.6883,59.51823,9.634443,69.34866,50.91948,-70.32208,-10.11024
25441,1013,52707,51,b'GALAXY',b'STARBURST',0.04679516,432.2227,122.6896,25.94128,147.6492,8.458998,81.71793,50.96708,-43.63822,-14.99244
25442,1013,52707,126,b'GALAXY',b'STARBURST',0.003749101,650.1617,150.9464,21.69135,197.5947,9.388272,79.75836,55.54092,-62.49848,-19.0791
25443,1013,52707,214,b'GALAXY',b'STARFORMING',0.06877926,460.2391,120.6119,35.5676,160.6599,9.497313,83.16721,60.38805,-34.62159,-12.41411
25444,1013,52707,243,b'GALAXY',b'AGN',0.1122905,118.6412,34.82963,82.62917,101.206,14.9758,39.82633,29.2924,-7.174159,-6.255932
25445,1013,52707,313,b'GALAXY',b'STARFORMING',0.0387766,207.8953,64.83064,111.3199,21.80715,8.246858,48.18545,33.05856,-37.10709,-4.167973
25446,1013,52707,388,b'GALAXY',b'STARBURST',0.07147416,1458.06,428.0455,691.6088,233.5042,38.80747,207.8784,146.4831,-99.49898,-16.70085
25447,1013,52707,414,b'GALAXY',b'STARFORMING',0.1035905,180.3165,41.25135,17.99018,49.4497,10.8838,33.2436,24.39744,-26.41832,-6.862849
25448,1013,52707,493,b'GALAXY',b'STARBURST',0.1066677,740.5766,170.109,55.56327,254.2042,18.65648,127.8725,89.00625,-52.17389,-17.84149
25449,1014,52707,52,b'GALAXY',b'STARFORMING',0.05702879,344.8477,80.29099,76.72716,122.9869,16.76407,74.24789,58.83747,-27.7195,-9.401555
25450,731,52460,148,b'GALAXY',b'STARFORMING',0.07826475,235.9193,65.2813,32.19208,71.58707,11.91718,44.23858,36.18763,-24.29931,-7.564125
25451,732,52221,134,b'GALAXY',b'STARFORMING',0.06807228,124.3002,39.32403,18.33461,35.86592,8.265649,29.11108,20.98544,-23.44008,-7.267165
25452,732,52221,451,b'GALAXY',b'STARBURST',0.07939755,174.8316,54.66502,105.0478,21.17495,7.837045,26.13173,22.04982,-36.89449,-4.323581
25453,733,52207,420,b'GALAXY',b'STARBURST',0.1232559,373.3136,115.7994,118.0859,78.15355,12.66408,68.86137,48.32426,-86.26946,-22.45368
25454,734,52224,455,b'GALAXY',b'STARFORMING',0.05970604,427.0411,69.78267,45.08043,306.3306,28.9371,111.7813,89.65629,-14.48221,-10.49641
25455,735,52519,360,b'GALAXY',b'STARBURST',0.107741,258.8513,65.88224,33.82606,112.3435,11.12956,38.3245,32.21806,-45.36209,-16.66131
25456,736,52221,477,b'GALAXY',b'STARBURST',0.02714596,248.4247,75.91504,134.614,25.51884,10.22281,48.98428,27.37172,-58.83249,-5.140988
25457,739,52520,451,b'GALAXY',b'STARFORMING',0.08695357,658.4413,123.0019,29.06886,301.743,13.60382,80.6098,57.59617,-31.08325,-14.29182
25458,739,52520,472,b'GALAXY',b'STARBURST',0.03603702,1010.673,332.156,1047.387,69.55265,14.81274,102.5032,75.39946,-255.5173,-19.42996
25459,739,52520,636,b'GALAXY',b'STARBURST',0.03514615,597.7181,177.6825,170.1921,148.2015,16.72747,128.7782,95.82849,-46.31831,-11.61377
25460,740,52263,20,b'GALAXY',b'STARBURST',0.0629943,586.0386,155.0343,65.47908,204.9136,14.74602,99.80067,78.34598,-54.55462,-18.98525
25461,740,52263,34,b'GALAXY',b'AGN',0.1202014,144.5334,25.62608,96.43797,109.207,41.94491,63.92374,53.33908,-10.55933,-7.614769
25462,740,52263,267,b'GALAXY',b'STARBURST',0.1169148,1606.723,459.7271,1761.755,114.3712,43.34732,153.8838,113.7388,-179.2249,-12.81126
25463,741,52261,64,b'GALAXY',b'STARFORMING',0.02401756,1356.392,309.2933,52.90791,552.0418,28.80636,184.9325,141.1779,-26.35584,-10.86421
25464,741,52261,539,b'GALAXY',b'AGN',0.0854417,155.9861,46.98828,249.2539,150.3352,21.34667,72.19022,55.66738,-10.11342,-9.725355
